Date,Open,High,Low,Close,Adj Close,Volume
2023-08-01,565.0,568.0,564.0,567.0,563.8558349609375,16259643
2023-08-02,567.0,569.0,558.0,561.0,557.8890991210938,25583234
2023-08-04,556.0,560.0,552.0,554.0,550.9279174804688,26279173
2023-08-07,558.0,561.0,556.0,558.0,554.90576171875,14369551
2023-08-08,558.0,558.0,551.0,552.0,548.9390258789062,19010690
2023-08-09,550.0,557.0,550.0,554.0,550.9279174804688,14389090
2023-08-10,552.0,554.0,550.0,551.0,547.944580078125,17892615
2023-08-11,556.0,558.0,546.0,546.0,542.9722900390625,17608427
2023-08-14,540.0,543.0,537.0,541.0,538.0,20939030
2023-08-15,543.0,545.0,540.0,542.0,538.9944458007812,14066307
2023-08-16,541.0,543.0,536.0,542.0,538.9944458007812,28269840
2023-08-17,540.0,546.0,537.0,544.0,540.9833984375,22843138
2023-08-18,540.0,544.0,539.0,539.0,536.0111083984375,17592345
2023-08-21,544.0,544.0,534.0,537.0,534.022216796875,16633821
2023-08-22,544.0,544.0,538.0,541.0,538.0,14594304
2023-08-23,546.0,552.0,544.0,552.0,548.9390258789062,20636332
2023-08-24,563.0,564.0,558.0,564.0,560.8724975585938,23280827
2023-08-25,549.0,551.0,546.0,546.0,542.9722900390625,24144537
2023-08-28,547.0,553.0,547.0,549.0,545.9556274414062,8991985
2023-08-29,551.0,553.0,546.0,552.0,548.9390258789062,10516678
2023-08-30,558.0,560.0,554.0,555.0,551.92236328125,15117416
2023-08-31,553.0,556.0,548.0,549.0,545.9556274414062,40431378
2023-09-01,543.0,553.0,543.0,548.0,544.961181640625,13669766
2023-09-04,549.0,557.0,549.0,557.0,553.9113159179688,9531157
2023-09-05,553.0,555.0,550.0,552.0,548.9390258789062,12220686
2023-09-06,556.0,556.0,550.0,550.0,546.9501342773438,14067008
2023-09-07,546.0,548.0,542.0,542.0,538.9944458007812,20717005
2023-09-08,535.0,540.0,535.0,539.0,536.0111083984375,15283568
2023-09-11,539.0,540.0,536.0,536.0,533.0277709960938,14631968
2023-09-12,536.0,545.0,536.0,544.0,540.9833984375,16028336
2023-09-13,545.0,548.0,541.0,541.0,538.0,16191392
2023-09-14,544.0,550.0,543.0,550.0,550.0,17144287
2023-09-15,549.0,558.0,547.0,558.0,558.0,42517441
2023-09-18,548.0,549.0,540.0,540.0,540.0,36684692
2023-09-19,539.0,543.0,538.0,538.0,538.0,18901683
2023-09-20,536.0,538.0,535.0,535.0,535.0,24635567
2023-09-21,530.0,531.0,526.0,527.0,527.0,32012694
2023-09-22,523.0,525.0,522.0,522.0,522.0,29049309
2023-09-25,522.0,529.0,522.0,525.0,525.0,17116402
2023-09-26,521.0,524.0,519.0,519.0,519.0,26392692
2023-09-27,517.0,523.0,516.0,522.0,522.0,16846401
2023-09-28,523.0,525.0,520.0,523.0,523.0,19733331
2023-10-02,530.0,534.0,528.0,533.0,533.0,25427911
2023-10-03,528.0,533.0,528.0,529.0,529.0,14490129
2023-10-04,521.0,523.0,519.0,520.0,520.0,28358964
2023-10-05,523.0,529.0,523.0,528.0,528.0,24945684
2023-10-06,530.0,533.0,529.0,532.0,532.0,15336587
2023-10-11,542.0,544.0,540.0,544.0,544.0,46639969
2023-10-12,545.0,550.0,544.0,550.0,550.0,34161176
2023-10-13,550.0,554.0,548.0,553.0,553.0,31123496
2023-10-16,546.0,547.0,542.0,545.0,545.0,19875676
2023-10-17,550.0,552.0,548.0,551.0,551.0,18364998
2023-10-18,549.0,549.0,540.0,540.0,540.0,26418940
2023-10-19,540.0,548.0,540.0,546.0,546.0,22881262
2023-10-20,549.0,556.0,546.0,556.0,556.0,45984177
2023-10-23,552.0,553.0,543.0,544.0,544.0,22747367
2023-10-24,543.0,546.0,540.0,544.0,544.0,15007814
2023-10-25,544.0,551.0,544.0,544.0,544.0,16526355
2023-10-26,530.0,535.0,530.0,531.0,531.0,28188348
2023-10-27,534.0,536.0,532.0,533.0,533.0,15679643
2023-10-30,531.0,534.0,528.0,532.0,532.0,21404842
2023-10-31,535.0,535.0,527.0,529.0,529.0,25667058
2023-11-01,533.0,533.0,527.0,528.0,528.0,13603347
2023-11-02,536.0,547.0,535.0,547.0,547.0,29401438
2023-11-03,547.0,549.0,545.0,549.0,549.0,15426176
2023-11-06,553.0,556.0,550.0,550.0,550.0,29215201
2023-11-07,552.0,555.0,550.0,555.0,555.0,14777790
2023-11-08,550.0,557.0,550.0,556.0,556.0,15314834
2023-11-09,551.0,557.0,551.0,557.0,557.0,13165684
2023-11-10,555.0,557.0,554.0,557.0,557.0,12994933
2023-11-13,579.0,580.0,571.0,571.0,571.0,43866014
2023-11-14,576.0,576.0,571.0,572.0,572.0,21568576
2023-11-15,583.0,583.0,575.0,581.0,581.0,50305088
2023-11-16,581.0,583.0,578.0,583.0,583.0,28291435
2023-11-17,579.0,583.0,579.0,580.0,580.0,22031704
2023-11-20,576.0,579.0,575.0,577.0,577.0,22010114
2023-11-21,582.0,585.0,581.0,585.0,585.0,35921706
2023-11-22,576.0,579.0,574.0,577.0,577.0,21969125
2023-11-23,574.0,578.0,574.0,578.0,578.0,14486134
2023-11-24,577.0,578.0,574.0,575.0,575.0,10058969
2023-11-27,573.0,577.0,568.0,568.0,568.0,18528520
2023-11-28,565.0,576.0,565.0,575.0,575.0,26343906
2023-11-29,578.0,579.0,570.0,574.0,574.0,24868842
2023-11-30,576.0,577.0,570.0,577.0,577.0,47192647
2023-12-01,573.0,579.0,573.0,579.0,579.0,28051165
